web_scraper_order,web_scraper_start_url,details,prix,adresse,image_lien-src
"1772355908-1","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Dinde d'Amérique","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1346036_uploaded_image1_1576462750.49.png"
"1772355908-2","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin","25 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1291244_uploaded_image1_1575430604.21.png"
"1772355908-3","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins de race","70 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1291215_uploaded_image1_1575425694.27.png"
"1772355908-4","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins de race","70 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1291213_uploaded_image1_1575425609.27.png"
"1772355908-5","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapereaux fauve","Prix sur demande","location_onNgor, Dakar, Sénégal","https://images.coinafrique.com/thumb_1261253_uploaded_image1_1574871227.98.png"
"1772355908-6","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon mondain","20 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1247406_uploaded_image1_1574631655.88.png"
"1772355908-7","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon fauve","10 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1246480_uploaded_image1_1574613561.29.png"
"1772355908-8","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon à queue de paon indien","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1242200_uploaded_image1_1574510941.51.png"
"1772355908-9","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeons","60 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_1209192_uploaded_image1_1573933592.0.png"
"1772355908-10","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Jeune femelle  lavande","20 000CFA","location_onLes Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1204935_uploaded_image1_1573840898.61.png"
"1772355908-11","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poussin - 1 jour","Prix sur demande","location_onSénégal","https://images.coinafrique.com/thumb_1159518_uploaded_image1_1572985208.46.png"
"1772355908-12","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lawar","30 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1148681_uploaded_image1_1572794832.68.png"
"1772355908-13","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Maton","25 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1148605_uploaded_image1_1572793285.71.png"
"1772355908-14","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulets Guinars tiirr","Prix sur demande","location_onPatte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_1146827_uploaded_image2_1572746441.92.png"
"1772355908-15","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeons","Prix sur demande","location_onFatick, Sénégal","https://images.coinafrique.com/thumb_1137405_uploaded_image2_1572537461.89.png"
"1772355908-16","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Bleu hollandais","25 000CFA","location_onSénégal","https://images.coinafrique.com/thumb_1115010_uploaded_image1_1572106167.81.png"
"1772355908-17","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Couple pigeons cravatés français","50 000CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_1112720_uploaded_image1_1572054298.36.png"
"1772355908-18","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon links","Prix sur demande","location_onDiourbel, Sénégal","https://images.coinafrique.com/thumb_1091921_uploaded_image1_1571681099.26.png"
"1772355908-19","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin géant des Flandres","35 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1072763_uploaded_image1_1571252694.33.png"
"1772355908-20","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Perroquet","75 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1040990_uploaded_image1_1570583700.42.png"
"1772355908-21","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin géant","45 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1023073_uploaded_image1_1570188340.15.png"
"1772355908-22","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin angora californien","15 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1014679_uploaded_image1_1570023780.43.png"
"1772355908-23","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon voyageur","20 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006424_uploaded_image1_1569854764.54.png"
"1772355908-24","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon voyageur","25 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006413_uploaded_image1_1569854645.39.png"
"1772355908-25","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon voyageur","20 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006407_uploaded_image1_1569854536.38.png"
"1772355908-26","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Bleus d'hollande","15 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006380_uploaded_image1_1569854064.06.png"
"1772355908-27","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Brahmane poules","35 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_1006369_uploaded_image1_1569853974.38.png"
"1772355908-28","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins angora californien","11 000CFA","location_onMédina, Dakar, Sénégal","https://images.coinafrique.com/thumb_993655_uploaded_image1_1569535990.77.png"
"1772355908-29","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poules","7 000CFA","location_onSénégal","https://images.coinafrique.com/thumb_977534_uploaded_image1_1569239272.43.png"
"1772355908-30","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Paons Pigeons","30 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_968953_uploaded_image1_1569008082.81.png"
"1772355908-31","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet - Pigeon  - Lapin","Prix sur demande","location_onSénégal","https://images.coinafrique.com/thumb_944363_uploaded_image1_1568471599.26.png"
"1772355908-32","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Bouldolande","7 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_944280_uploaded_image1_1568469542.41.png"
"1772355908-33","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poussins Bantam","8 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_912493_uploaded_image1_1567685916.85.png"
"1772355908-34","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","Prix sur demande","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_908730_uploaded_image1_1567603082.63.png"
"1772355908-35","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Femelle Cochin bleu","30 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_899496_uploaded_image1_1567386467.81.png"
"1772355908-36","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Barahmane","15 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_899487_uploaded_image1_1567386142.96.png"
"1772355908-37","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poussins bantam","15 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_899477_uploaded_image1_1567385912.28.png"
"1772355908-38","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coq","30 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_899472_uploaded_image1_1567385639.81.png"
"1772355908-39","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","2 500CFA","location_onSénégal","https://images.coinafrique.com/thumb_886584_uploaded_image1_1567011994.0.png"
"1772355908-40","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coqs et poussins","800CFA","location_onSénégal","https://images.coinafrique.com/thumb_886578_uploaded_image1_1567011857.49.png"
"1772355908-41","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","2 500CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_885789_uploaded_image1_1566997710.07.png"
"1772355908-42","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin nain noir adulte","10 000CFA","location_onMédina, Dakar, Sénégal","https://images.coinafrique.com/thumb_878312_uploaded_image1_1566833445.3.png"
"1772355908-43","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Femelle GDF 4 mois","70 000CFA","location_onMédina, Dakar, Sénégal","https://images.coinafrique.com/thumb_862099_uploaded_image1_1566396428.28.png"
"1772355908-44","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Race bleu d' hollande","800CFA","location_onSénégal","https://images.coinafrique.com/thumb_858710_uploaded_image1_1566319546.08.png"
"1772355908-45","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coq et poussins bleus","15 000CFA","location_onSénégal","https://images.coinafrique.com/thumb_855420_uploaded_image1_1566249496.28.png"
"1772355908-46","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin Buchka","7 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_848961_uploaded_image1_1566052780.75.png"
"1772355908-47","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coqs Brahmane","5 000CFA","location_onThies Ouest, Thiès, Sénégal","https://images.coinafrique.com/thumb_841858_uploaded_image1_1565838064.66.png"
"1772355908-48","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","2 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_798654_uploaded_image2_1564576617.9.png"
"1772355908-49","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins","40 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_774940_uploaded_image1_1563940703.34.png"
"1772355908-50","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin géant","70 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_761183_uploaded_image1_1563536095.25.png"
"1772355908-51","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins et lapereaux angora Californien","Prix sur demande","location_onMédina, Dakar, Sénégal","https://images.coinafrique.com/thumb_729715_uploaded_image1_1562719494.94.png"
"1772355908-52","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","3 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_729710_uploaded_image1_1562719384.82.png"
"1772355908-53","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins et lapereaux Angora Californien","Prix sur demande","location_onMedina, Dakar, Sénégal","https://images.coinafrique.com/thumb_729692_uploaded_image1_1562719154.82.png"
"1772355911-54","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lince","70 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2323612_uploaded_image1_1592765525.jpg"
"1772355911-55","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","70 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2323545_uploaded_image1_1592764300.jpg"
"1772355911-56","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Paon - pigeon","35 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2323541_uploaded_image1_1592764212.jpg"
"1772355911-57","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussins Brahmane blanc","10 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2321103_uploaded_image1_1592726101.jpg"
"1772355911-58","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","60 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2321099_uploaded_image1_1592725966.jpg"
"1772355911-59","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Cauchoix pair","70 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2321095_uploaded_image1_1592725829.jpg"
"1772355911-60","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin - lapereaux","20 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2297368_uploaded_image1_1592352689.jpg"
"1772355911-61","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","3 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_2289615_uploaded_image1_1592241607.jpg"
"1772355911-62","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet","40 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2284393_uploaded_image1_1592163359.jpg"
"1772355911-63","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poules","40 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2284382_uploaded_image1_1592163164.jpg"
"1772355911-64","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Cochin","40 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2283654_uploaded_image1_1592152413.jpg"
